siRNA_reference,number
Ref_101909,0
Ref_101910,0
Ref_101911,0
Ref_101912,0
Ref_101913,0
Ref_101914,0
Ref_101915,0
Ref_101916,0
Ref_101917,0
Ref_101918,0
Ref_101919,0
Ref_101920,0
Ref_101921,0
Ref_101922,0
Ref_101923,0
Ref_101924,0
Ref_101925,0
Ref_101926,0
Ref_101927,0
Ref_101928,0
Ref_101929,0
Ref_101930,0
Ref_101931,0
Ref_101932,0
Ref_101933,0
Ref_101934,0
Ref_101935,0
Ref_101936,0
Ref_101937,0
Ref_101938,0
Ref_101939,0
Ref_101940,0
Ref_101941,0
Ref_101942,0
Ref_101943,0
Ref_101944,0
Ref_101945,0
Ref_101946,0
Ref_101947,0
Ref_101948,0
Ref_101949,0
Ref_101950,0
Ref_101951,0
Ref_101952,0
Ref_101953,0
Ref_101954,0
Ref_101955,0
Ref_101956,0
Ref_101957,0
Ref_101958,0
Ref_101959,0
Ref_101960,0
Ref_101961,0
Ref_101962,0
Ref_101963,0
Ref_101964,0
Ref_101965,0
Ref_101966,0
Ref_101967,0
Ref_101968,0
Ref_101969,0
Ref_101970,0
Ref_101971,0
Ref_101972,0
Ref_101973,0
Ref_101974,0
Ref_101975,0
Ref_101976,0
Ref_101977,0
Ref_101978,0
Ref_101979,0
Ref_101980,0
Ref_101981,0
Ref_101982,0
Ref_101983,0
Ref_101984,0
Ref_101985,0
Ref_101986,0
Ref_101987,0
Ref_101988,0
Ref_101989,0
Ref_101990,0
Ref_101991,0
Ref_101992,0
Ref_101993,0
Ref_101994,0
Ref_101995,0
Ref_101996,0
Ref_101997,0
Ref_101998,0
Ref_101999,0
Ref_102000,0
Ref_102001,0
Ref_102002,0
Ref_102003,0
Ref_102004,0
Ref_102005,0
Ref_102006,0
Ref_102007,0
Ref_102008,0
Ref_102009,0
Ref_102010,1
Ref_102011,0
Ref_102012,0
Ref_102013,0
Ref_102014,0
Ref_102015,0
Ref_102016,0
Ref_102017,0
Ref_102018,0
Ref_102019,0
Ref_102020,0
Ref_102021,0
Ref_102022,0
Ref_102023,0
Ref_102024,0
Ref_102025,0
Ref_102026,0
Ref_102027,0
Ref_102028,0
Ref_102029,0
Ref_102030,0
Ref_102031,0
Ref_102032,0
Ref_102033,0
Ref_102034,0
Ref_102035,0
Ref_102036,0
Ref_102037,0
Ref_102038,0
Ref_102039,2
Ref_102040,0
Ref_102041,0
Ref_102042,0
Ref_102043,0
Ref_102044,0
Ref_102045,0
Ref_102046,0
Ref_102047,0
Ref_102048,0
Ref_102049,0
Ref_102050,0
Ref_102051,0
Ref_102052,0
Ref_102053,0
Ref_102054,0
Ref_102055,0
Ref_102056,0
Ref_102057,0
Ref_102058,0
Ref_102059,0
Ref_102060,0
Ref_102061,0
Ref_102062,0
Ref_102063,0
Ref_102064,0
Ref_102065,0
Ref_102066,0
Ref_102067,0
Ref_102068,0
Ref_102069,0
Ref_102070,0
Ref_102071,0
Ref_102072,0
Ref_102073,0
Ref_102074,0
Ref_102075,0
Ref_102076,0
Ref_102077,0
Ref_102078,2
Ref_102079,0
Ref_102080,0
Ref_102081,0
Ref_102082,0
Ref_102083,0
Ref_102084,0
Ref_102085,0
Ref_102086,0
Ref_102087,0
Ref_102088,0
Ref_102089,0
Ref_102090,0
Ref_102091,0
Ref_102092,0
Ref_102093,0
Ref_102094,0
Ref_102095,0
Ref_102096,0
Ref_102097,0
Ref_102098,0
Ref_102099,0
Ref_102100,0
Ref_102101,0
Ref_102102,0
Ref_102103,0
Ref_102104,0
Ref_102105,0
Ref_102106,0
Ref_102107,0
Ref_102108,0
Ref_102109,0
Ref_102110,0
Ref_102111,0
Ref_102112,0
Ref_102113,0
Ref_102114,0
Ref_102115,0
Ref_102116,0
Ref_102117,0
Ref_102118,0
Ref_102119,0
Ref_102120,0
Ref_102121,0
Ref_102122,0
Ref_102123,0
Ref_102124,0
Ref_102125,0
Ref_102126,0
Ref_102127,0
Ref_102128,0
Ref_102129,0
Ref_102130,0
Ref_102131,0
Ref_102132,1
Ref_102133,0
Ref_102134,0
Ref_102135,0
Ref_102136,0
Ref_102137,0
Ref_102138,0
Ref_102139,0
Ref_102140,0
Ref_102141,0
Ref_102142,0
Ref_102143,0
Ref_102144,1
Ref_102145,0
Ref_102146,0
Ref_102147,0
Ref_102148,0
Ref_102149,0
Ref_102150,0
Ref_102151,0
Ref_102152,0
Ref_102153,0
Ref_102154,0
Ref_102155,0
Ref_102156,0
Ref_102157,0
Ref_102158,0
Ref_102159,0
Ref_102160,0
Ref_102161,1
Ref_102162,0
Ref_102163,0
Ref_102164,0
Ref_102165,0
Ref_102166,0
Ref_102167,0
Ref_102168,0
Ref_102169,0
Ref_102170,0
Ref_102171,0
Ref_102172,0
Ref_102173,0
Ref_102174,0
Ref_102175,0
Ref_102176,0
Ref_102177,1
Ref_102178,0
Ref_102179,0
Ref_102180,0
Ref_102181,0
Ref_102182,0
Ref_102183,0
Ref_102184,1
Ref_102185,0
Ref_102186,0
Ref_102187,0
Ref_102188,0
Ref_102189,0
Ref_102190,0
Ref_102191,0
Ref_102192,0
Ref_102193,0
Ref_102194,0
Ref_102195,0
Ref_102196,0
Ref_102197,0
Ref_102198,0
Ref_102199,0
Ref_102200,0
Ref_102201,0
Ref_102202,0
Ref_102203,0
Ref_102204,0
Ref_102205,0
Ref_102206,0
Ref_102207,0
Ref_102208,0
Ref_102209,1
Ref_102210,0
Ref_102211,0
Ref_102212,0
Ref_102213,0
Ref_102214,0
Ref_102215,0
Ref_102216,1
Ref_102217,0
Ref_102218,0
Ref_102219,0
Ref_102220,0
Ref_102221,0
Ref_102222,0
Ref_102223,0
Ref_102224,1
Ref_102225,0
Ref_102226,0
Ref_102227,0
Ref_102228,0
Ref_102229,0
Ref_102230,0
Ref_102231,1
Ref_102232,0
Ref_102233,3
Ref_102234,0
Ref_102235,0
Ref_102236,0
Ref_102237,0
Ref_102238,0
Ref_102239,0
Ref_102240,0
Ref_102241,0
Ref_102242,0
Ref_102243,0
Ref_102244,0
Ref_102245,0
Ref_102246,0
Ref_102247,0
Ref_102248,0
Ref_102249,0
Ref_102250,0
Ref_102251,0
Ref_102252,0
Ref_102253,0
Ref_102254,0
Ref_102255,0
Ref_102256,0
Ref_102257,0
Ref_102258,0
Ref_102259,0
Ref_102260,0
Ref_102261,0
Ref_102262,0
Ref_102263,0
Ref_102264,0
Ref_102265,0
Ref_102266,0
Ref_102267,0
Ref_102268,0
Ref_102269,0
Ref_102270,0
Ref_102271,0
Ref_102272,0
Ref_102273,0
Ref_102274,0
Ref_102275,0
Ref_102276,0
Ref_102277,0
Ref_102278,0
Ref_102279,0
Ref_102280,0
Ref_102281,0
Ref_102282,0
Ref_102283,0
Ref_102284,0
Ref_102285,0
Ref_102286,0
Ref_102287,0
Ref_102288,0
Ref_102289,0
Ref_102290,0
Ref_102291,0
Ref_102292,0
Ref_102293,0
Ref_102294,0
Ref_102295,0
Ref_102296,0
Ref_102297,0
Ref_102298,0
Ref_102299,0
Ref_102300,0
Ref_102301,0
Ref_102302,0
Ref_102303,0
Ref_102304,0
Ref_102305,0
Ref_102306,4
Ref_102307,0
Ref_102308,0
Ref_102309,0
Ref_102310,0
Ref_102311,0
Ref_102312,0
Ref_102313,0
Ref_102314,0
Ref_102315,0
Ref_102316,0
Ref_102317,0
Ref_102318,0
Ref_102319,0
Ref_102320,0
Ref_102321,0
Ref_102322,0
Ref_102323,0
Ref_102324,0
Ref_102325,0
Ref_102326,0
Ref_102327,0
Ref_102328,0
Ref_102329,0
Ref_102330,0
Ref_102331,0
Ref_102332,0
Ref_102333,0
Ref_102334,0
Ref_102335,0
Ref_102336,0
Ref_102337,0
Ref_102338,0
Ref_102339,0
Ref_102340,0
Ref_102341,0
Ref_102342,0
Ref_102343,0
Ref_102344,0
Ref_102345,0
Ref_102346,0
Ref_102347,0
Ref_102348,0
Ref_102349,0
Ref_102350,0
Ref_102351,0
Ref_102352,0
Ref_102353,0
Ref_102354,0
Ref_102355,0
Ref_102356,0
Ref_102357,0
Ref_102358,0
Ref_102359,0
Ref_102360,0
Ref_102361,0
Ref_102362,0
Ref_102363,0
Ref_102364,0
Ref_102365,0
Ref_102366,0
Ref_102367,0
Ref_102368,0
Ref_102369,0
Ref_102370,0
Ref_102371,0
Ref_102372,0
Ref_102373,0
Ref_102374,0
Ref_102375,0
Ref_102376,0
Ref_102377,0
Ref_102378,0
Ref_102379,0
Ref_102380,0
Ref_102381,0
Ref_102382,0
Ref_102383,0
Ref_102384,0
Ref_102385,0
Ref_102386,0
Ref_102387,0
Ref_102388,0
Ref_102389,0
Ref_102390,0
Ref_102391,0
Ref_102392,0
Ref_102393,0
Ref_102394,0
Ref_102395,0
Ref_102396,0
Ref_102397,0
Ref_102398,0
Ref_102399,0
Ref_102400,0
Ref_102401,0
Ref_102402,0
Ref_102403,0
Ref_102404,0
Ref_102405,0
Ref_102406,0
Ref_102407,0
Ref_102408,0
Ref_102409,0
Ref_102410,0
Ref_102411,0
Ref_102412,0
Ref_102413,0
Ref_102414,0
Ref_102415,0
Ref_102416,0
Ref_102417,0
Ref_102418,0
Ref_102419,0
Ref_102420,0
Ref_102421,0
Ref_102422,0
Ref_102423,0
Ref_102424,0
Ref_102425,0
Ref_102426,0
Ref_102427,0
Ref_102428,0
Ref_102429,0
Ref_102430,0
Ref_102431,0
Ref_102432,0
Ref_102433,0
Ref_102434,0
Ref_102435,0
Ref_102436,0
Ref_102437,0
Ref_102438,0
Ref_102439,0
Ref_102440,0
Ref_102441,0
Ref_102442,0
Ref_102443,0
Ref_102444,0
Ref_102445,0
Ref_102446,0
Ref_102447,0
Ref_102448,0
Ref_102449,0
Ref_102450,0
Ref_102451,0
Ref_102452,0
Ref_102453,0
Ref_102454,0
Ref_102455,0
Ref_102456,0
Ref_102457,0
Ref_102458,1
Ref_102459,1
Ref_102460,0
Ref_102461,0
Ref_102462,0
Ref_102463,0
Ref_102464,0
Ref_102465,0
Ref_102466,0
Ref_102467,0
Ref_102468,0
Ref_102469,0
Ref_102470,0
Ref_102471,0
Ref_102472,0
Ref_102473,0
Ref_102474,0
Ref_102475,0
Ref_102476,0
Ref_102477,0
Ref_102478,0
Ref_102479,0
Ref_102480,0
Ref_102481,0
Ref_102482,0
Ref_102483,0
Ref_102484,0
Ref_102485,0
Ref_102486,0
Ref_102487,0
Ref_102488,0
Ref_102489,0
Ref_102490,0
Ref_102491,0
Ref_102492,0
Ref_102493,0
Ref_102494,0
Ref_102495,0
Ref_102496,0
Ref_102497,0
Ref_102498,0
Ref_102499,0
Ref_102500,0
Ref_102501,0
Ref_102502,0
Ref_102503,0
Ref_102504,0
Ref_102505,0
Ref_102506,0
Ref_102507,1
Ref_102508,0
Ref_102509,0
Ref_102510,0
Ref_102511,0
Ref_102512,0
Ref_102513,0
Ref_102514,0
Ref_102515,0
Ref_102516,0
Ref_102517,0
Ref_102518,0
Ref_102519,1
Ref_102520,0
Ref_102521,0
Ref_102522,0
Ref_102523,0
Ref_102524,0
Ref_102525,0
Ref_102526,0
Ref_102527,0
Ref_102528,0
Ref_102529,0
Ref_102530,0
Ref_102531,0
Ref_102532,0
Ref_102533,0
Ref_102534,0
Ref_102535,0
Ref_102536,0
Ref_102537,0
Ref_102538,0
Ref_102539,0
Ref_102540,0
Ref_102541,0
Ref_102542,0
Ref_102543,0
Ref_102544,0
Ref_102545,0
Ref_102546,0
Ref_102547,0
Ref_102548,0
Ref_102549,0
Ref_102550,1
Ref_102551,0
Ref_102552,0
Ref_102553,0
Ref_102554,1
Ref_102555,0
Ref_102556,0
Ref_102557,0
Ref_102558,0
Ref_102559,0
Ref_102560,0
Ref_102561,0
Ref_102562,0
Ref_102563,0
Ref_102564,0
Ref_102565,0
Ref_102566,0
Ref_102567,0
Ref_102568,0
Ref_102569,0
Ref_102570,0
Ref_102571,0
Ref_102572,0
Ref_102573,0
Ref_102574,0
Ref_102575,0
Ref_102576,0
Ref_102577,0
Ref_102578,0
Ref_102579,0
Ref_102580,0
Ref_102581,0
Ref_102582,0
Ref_102583,0
Ref_102584,0
Ref_102585,0
Ref_102586,0
Ref_102587,0
Ref_102588,0
Ref_102589,0
Ref_102590,0
Ref_102591,0
Ref_102592,0
Ref_102593,0
Ref_102594,0
Ref_102595,0
Ref_102596,0
Ref_102597,0
Ref_102598,0
Ref_102599,0
Ref_102600,0
Ref_102601,0
Ref_102602,0
Ref_102603,0
Ref_102604,0
Ref_102605,0
Ref_102606,0
Ref_102607,0
Ref_102608,0
Ref_102609,0
Ref_102610,0
Ref_102611,0
Ref_102612,0
Ref_102613,0
Ref_102614,0
Ref_102615,0
Ref_102616,0
Ref_102617,0
Ref_102618,0
Ref_102619,0
Ref_102620,0
Ref_102621,0
Ref_102622,0
Ref_102623,0
Ref_102624,0
Ref_102625,0
Ref_102626,0
Ref_102627,0
Ref_102628,0
Ref_102629,0
Ref_102630,2
Ref_102631,0
Ref_102632,0
Ref_102633,0
Ref_102634,0
Ref_102635,0
Ref_102636,0
Ref_102637,0
Ref_102638,0
Ref_102639,0
Ref_102640,0
Ref_102641,0
Ref_102642,0
Ref_102643,0
Ref_102644,0
Ref_102645,0
Ref_102646,0
Ref_102647,0
Ref_102648,0
Ref_102649,0
Ref_102650,0
Ref_102651,0
Ref_102652,0
Ref_102653,0
Ref_102654,0
Ref_102655,0
Ref_102656,0
Ref_102657,0
Ref_102658,0
Ref_102659,0
Ref_102660,0
Ref_102661,0
Ref_102662,0
Ref_102663,0
Ref_102664,0
Ref_102665,5
Ref_102666,0
Ref_102667,0
Ref_102668,0
Ref_102669,0
Ref_102670,0
Ref_102671,0
Ref_102672,0
Ref_102673,0
Ref_102674,0
Ref_102675,0
Ref_102676,0
Ref_102677,0
Ref_102678,0
Ref_102679,0
Ref_102680,0
Ref_102681,0
Ref_102682,0
Ref_102683,0
Ref_102684,0
Ref_102685,0
Ref_102686,0
Ref_102687,0
Ref_102688,0
Ref_102689,0
Ref_102690,0
Ref_102691,0
Ref_102692,0
Ref_102693,0
Ref_102694,0
Ref_102695,0
Ref_102696,0
Ref_102697,1
Ref_102698,1
Ref_102699,0
Ref_102700,0
Ref_102701,0
Ref_102702,0
Ref_102703,0
Ref_102704,1
Ref_102705,0
Ref_102706,0
Ref_102707,0
Ref_102708,0
Ref_102709,0
Ref_102710,0
Ref_102711,0
Ref_102712,0
Ref_102713,0
Ref_102714,0
Ref_102715,0
Ref_102716,0
Ref_102717,0
Ref_102718,0
Ref_102719,0
Ref_102720,0
Ref_102721,0
Ref_102722,0
Ref_102723,0
Ref_102724,0
Ref_102725,0
Ref_102726,0
Ref_102727,0
Ref_102728,0
Ref_102729,0
Ref_102730,0
Ref_102731,0
Ref_102732,0
Ref_102733,0
Ref_102734,1
Ref_102735,1
Ref_102736,0
Ref_102737,0
Ref_102738,0
Ref_102739,0
Ref_102740,0
Ref_102741,0
Ref_102742,0
Ref_102743,0
Ref_102744,0
Ref_102745,0
Ref_102746,0
Ref_102747,0
Ref_102748,0
Ref_102749,0
Ref_102750,0
Ref_102751,0
Ref_102752,0
Ref_102753,0
Ref_102754,0
Ref_102755,0
Ref_102756,0
Ref_102757,0
Ref_102758,0
Ref_102759,1
Ref_102760,0
Ref_102761,0
Ref_102762,0
Ref_102763,0
Ref_102764,0
Ref_102765,0
Ref_102766,0
Ref_102767,0
Ref_102768,0
Ref_102769,0
Ref_102770,0
Ref_102771,0
Ref_102772,0
Ref_102773,0
Ref_102774,0
Ref_102775,0
Ref_102776,0
Ref_102777,0
Ref_102778,0
Ref_102779,0
Ref_102780,0
Ref_102781,0
Ref_102782,0
Ref_102783,0
Ref_102784,0
Ref_102785,0
Ref_102786,0
Ref_102787,0
Ref_102788,0
Ref_102789,0
Ref_102790,0
Ref_102791,0
Ref_102792,0
Ref_102793,0
Ref_102794,0
Ref_102795,0
Ref_102796,0
Ref_102797,0
Ref_102798,0
Ref_102799,0
Ref_102800,0
Ref_102801,0
Ref_102802,0
Ref_102803,0
Ref_102804,0
Ref_102805,0
Ref_102806,0
Ref_102807,0
Ref_102808,0
Ref_102809,0
Ref_102810,0
Ref_102811,0
Ref_102812,0
Ref_102813,0
Ref_102814,0
Ref_102815,0
Ref_102816,0
Ref_102817,0
Ref_102818,0
Ref_102819,0
Ref_102820,0
Ref_102821,0
Ref_102822,0
Ref_102823,0
Ref_102824,0
Ref_102825,0
Ref_102826,0
Ref_102827,0
Ref_102828,0
Ref_102829,0
Ref_102830,0
Ref_102831,0
Ref_102832,0
Ref_102833,0
Ref_102834,0
Ref_102835,1
Ref_102836,0
Ref_102837,0
Ref_102838,0
Ref_102839,0
Ref_102840,0
Ref_102841,0
Ref_102842,0
Ref_102843,0
Ref_102844,0
Ref_102845,0
Ref_102846,0
Ref_102847,0
Ref_102848,0
Ref_102849,0
Ref_102850,0
Ref_102851,0
Ref_102852,0
Ref_102853,0
Ref_102854,0
Ref_102855,0
Ref_102856,0
Ref_102857,0
Ref_102858,0
Ref_102859,0
Ref_102860,0
Ref_102861,0
Ref_102862,0
Ref_102863,0
Ref_102864,0
Ref_102865,0
Ref_102866,0
Ref_102867,0
Ref_102868,0
Ref_102869,0
Ref_102870,0
Ref_102871,0
Ref_102872,0
Ref_102873,0
Ref_102874,0
Ref_102875,0
Ref_102876,0
Ref_102877,0
Ref_102878,0
Ref_102879,0
Ref_102880,0
Ref_102881,0
Ref_102882,0
Ref_102883,0
Ref_102884,0
Ref_102885,0
Ref_102886,0
Ref_102887,0
Ref_102888,0
Ref_102889,0
Ref_102890,0
Ref_102891,0
Ref_102892,0
Ref_102893,0
Ref_102894,0
Ref_102895,0
Ref_102896,0
Ref_102897,0
Ref_102898,0
Ref_102899,0
Ref_102900,0
Ref_102901,0
Ref_102902,0
Ref_102903,0
Ref_102904,0
Ref_102905,0
Ref_102906,0
Ref_102907,0
Ref_102908,0
Ref_102909,0
Ref_102910,0
Ref_102911,0
Ref_102912,0
Ref_102913,0
Ref_102914,0
Ref_102915,0
Ref_102916,0
Ref_102917,0
Ref_102918,0
Ref_102919,0
Ref_102920,0
Ref_102921,0
Ref_102922,0
Ref_102923,0
Ref_102924,0
Ref_102925,0
Ref_102926,0
Ref_102927,0
Ref_102928,0
Ref_102929,0
Ref_102930,0
Ref_102931,0
Ref_102932,0
Ref_102933,0
Ref_102934,0
Ref_102935,0
Ref_102936,0
Ref_102937,0
Ref_102938,0
Ref_102939,0
Ref_102940,0
Ref_102941,0
Ref_102942,0
Ref_102943,0
Ref_102944,0
Ref_102945,0
Ref_102946,0
Ref_102947,0
Ref_102948,0
Ref_102949,0
Ref_102950,0
Ref_102951,0
Ref_102952,0
Ref_102953,0
Ref_102954,0
Ref_102955,0
Ref_102956,0
Ref_102957,0
Ref_102958,0
Ref_102959,0
Ref_102960,0
Ref_102961,0
Ref_102962,0
Ref_102963,0
Ref_102964,1
Ref_102965,0
Ref_102966,0
Ref_102967,0
Ref_102968,0
Ref_102969,0
Ref_102970,0
Ref_102971,0
Ref_102972,0
Ref_102973,0
Ref_102974,0
Ref_102975,0
Ref_102976,0
Ref_102977,0
Ref_102978,0
Ref_102979,0
Ref_102980,0
Ref_102981,0
Ref_102982,0
Ref_102983,0
Ref_102984,0
Ref_102985,0
Ref_102986,0
Ref_102987,0
Ref_102988,0
Ref_102989,0
Ref_102990,0
Ref_102991,0
Ref_102992,0
Ref_102993,0
Ref_102994,0
Ref_102995,0
Ref_102996,1
Ref_102997,0
Ref_102998,0
Ref_102999,0
Ref_103000,0
Ref_103001,1
Ref_103002,0
Ref_103003,0
Ref_103004,0
Ref_103005,0
Ref_103006,0
Ref_103007,0
Ref_103008,0
Ref_103009,0
Ref_103010,0
Ref_103011,0
Ref_103012,0
Ref_103013,0
Ref_103014,0
Ref_103015,0
Ref_103016,0
Ref_103017,0
Ref_103018,0
Ref_103019,0
Ref_103020,0
Ref_103021,0
Ref_103022,0
Ref_103023,0
Ref_103024,0
Ref_103025,0
Ref_103026,0
Ref_103027,0
Ref_103028,0
Ref_103029,0
Ref_103030,0
Ref_103031,0
Ref_103032,0
Ref_103033,0
Ref_103034,0
Ref_103035,0
Ref_103036,0
Ref_103037,0
Ref_103038,0
Ref_103039,0
Ref_103040,0
Ref_103041,0
Ref_103042,0
Ref_103043,0
Ref_103044,0
Ref_103045,0
Ref_103046,0
Ref_103047,0
Ref_103048,0
Ref_103049,0
Ref_103050,0
Ref_103051,0
Ref_103052,0
Ref_103053,0
Ref_103054,0
Ref_103055,0
Ref_103056,0
Ref_103057,0
Ref_103058,0
Ref_103059,0
Ref_103060,0
Ref_103061,0
Ref_103062,0
Ref_103063,0
Ref_103064,0
Ref_103065,0
Ref_103066,0
Ref_103067,0
Ref_103068,0
Ref_103069,0
Ref_103070,0
Ref_103071,0
Ref_103072,0
Ref_103073,0
Ref_103074,0
Ref_103075,0
Ref_103076,0
Ref_103077,0
Ref_103078,0
Ref_103079,0
Ref_103080,0
Ref_103081,0
Ref_103082,0
Ref_103083,0
Ref_103084,0
Ref_103085,0
Ref_103086,0
Ref_103087,0
Ref_103088,0
Ref_103089,0
Ref_103090,1
Ref_103091,0
Ref_103092,0
Ref_103093,1
Ref_103094,0
Ref_103095,1
Ref_103096,0
Ref_103097,0
Ref_103098,0
Ref_103099,0
Ref_103100,0
Ref_103101,0
Ref_103102,0
Ref_103103,0
Ref_103104,0
Ref_103105,0
Ref_103106,3
Ref_103107,0
Ref_103108,0
Ref_103109,0
Ref_103110,0
Ref_103111,0
Ref_103112,0
Ref_103113,0
Ref_103114,0
Ref_103115,0
Ref_103116,0
Ref_103117,0
Ref_103118,0
Ref_103119,0
Ref_103120,0
Ref_103121,3
Ref_103122,0
Ref_103123,0
Ref_103124,0
Ref_103125,0
Ref_103126,0
Ref_103127,0
Ref_103128,0
Ref_103129,0
Ref_103130,0
Ref_103131,0
Ref_103132,0
Ref_103133,0
Ref_103134,0
Ref_103135,0
Ref_103136,0
Ref_103137,0
Ref_103138,0
Ref_103139,0
Ref_103140,0
Ref_103141,0
Ref_103142,0
Ref_103143,0
Ref_103144,0
Ref_103145,0
Ref_103146,0
Ref_103147,0
Ref_103148,0
Ref_103149,0
Ref_103150,0
Ref_103151,0
Ref_103152,0
Ref_103153,0
Ref_103154,0
Ref_103155,0
Ref_103156,0
Ref_103157,0
Ref_103158,0
Ref_103159,0
Ref_103160,0
Ref_103161,0
Ref_103162,0
Ref_103163,0
Ref_103164,0
Ref_103165,0
Ref_103166,0
Ref_103167,0
Ref_103168,0
Ref_103169,0
Ref_103170,0
Ref_103171,0
Ref_103172,0
Ref_103173,0
Ref_103174,0
Ref_103175,0
Ref_103176,0
Ref_103177,0
Ref_103178,0
Ref_103179,0
Ref_103180,0
Ref_103181,0
Ref_103182,1
Ref_103183,0
Ref_103184,0
Ref_103185,0
Ref_103186,0
Ref_103187,0
Ref_103188,0
Ref_103189,0
Ref_103190,0
Ref_103191,0
Ref_103192,0
Ref_103193,0
Ref_103194,0
Ref_103195,1
Ref_103196,0
Ref_103197,0
Ref_103198,0
Ref_103199,0
Ref_103200,0
Ref_103201,0
Ref_103202,0
Ref_103203,0
Ref_103204,0
Ref_103205,0
Ref_103206,0
Ref_103207,0
Ref_103208,0
Ref_103209,0
Ref_103210,0
Ref_103211,0
Ref_103212,0
Ref_103213,0
Ref_103214,0
Ref_103215,0
Ref_103216,0
Ref_103217,0
Ref_103218,0
Ref_103219,0
Ref_103220,0
Ref_103221,0
Ref_103222,0
Ref_103223,0
Ref_103224,0
Ref_103225,0
Ref_103226,0
Ref_103227,0
Ref_103228,0
Ref_103229,0
Ref_103230,0
Ref_103231,0
Ref_103232,0
Ref_103233,0
Ref_103234,0
Ref_103235,0
Ref_103236,0
Ref_103237,0
Ref_103238,0
Ref_103239,0
Ref_103240,0
Ref_103241,0
Ref_103242,0
Ref_103243,0
Ref_103244,0
Ref_103245,0
Ref_103246,0
Ref_103247,0
Ref_103248,0
Ref_103249,0
Ref_103250,0
Ref_103251,0
Ref_103252,0
Ref_103253,0
Ref_103254,0
Ref_103255,0
Ref_103256,0
Ref_103257,0
Ref_103258,0
Ref_103259,1
Ref_103260,0
Ref_103261,0
Ref_103262,0
Ref_103263,0
Ref_103264,0
Ref_103265,0
Ref_103266,0
Ref_103267,0
Ref_103268,0
Ref_103269,0
Ref_103270,0
Ref_103271,1
Ref_103272,0
Ref_103273,0
Ref_103274,0
Ref_103275,0
Ref_103276,0
Ref_103277,0
Ref_103278,0
Ref_103279,0
Ref_103280,0
Ref_103281,0
Ref_103282,0
Ref_103283,0
Ref_103284,0
Ref_103285,0
Ref_103286,0
Ref_103287,0
Ref_103288,0
Ref_103289,0
Ref_103290,0
Ref_103291,0
Ref_103292,1
Ref_103293,0
Ref_103294,0
Ref_103295,0
Ref_103296,0
Ref_103297,0
Ref_103298,0
Ref_103299,0
Ref_103300,0
Ref_103301,0
Ref_103302,0
Ref_103303,0
Ref_103304,0
Ref_103305,0
Ref_103306,0
Ref_103307,0
Ref_103308,0
Ref_103309,0
Ref_103310,0
Ref_103311,0
Ref_103312,0
Ref_103313,0
Ref_103314,0
Ref_103315,0
Ref_103316,0
Ref_103317,0
Ref_103318,0
Ref_103319,0
Ref_103320,0
Ref_103321,0
Ref_103322,0
Ref_103323,1
Ref_103324,0
Ref_103325,0
Ref_103326,0
Ref_103327,0
Ref_103328,0
Ref_103329,0
Ref_103330,0
Ref_103331,0
Ref_103332,0
Ref_103333,0
Ref_103334,0
Ref_103335,0
Ref_103336,0
Ref_103337,0
Ref_103338,0
Ref_103339,0
Ref_103340,0
Ref_103341,0
Ref_103342,0
Ref_103343,0
Ref_103344,0
Ref_103345,0
Ref_103346,0
Ref_103347,1
Ref_103348,0
Ref_103349,0
Ref_103350,0
Ref_103351,0
Ref_103352,0
Ref_103353,0
Ref_103354,0
Ref_103355,0
Ref_103356,0
Ref_103357,0
Ref_103358,0
Ref_103359,0
Ref_103360,0
Ref_103361,0
Ref_103362,0
Ref_103363,0
Ref_103364,0
Ref_103365,0
Ref_103366,0
Ref_103367,0
Ref_103368,0
Ref_103369,0
Ref_103370,0
Ref_103371,0
Ref_103372,0
Ref_103373,0
Ref_103374,0
Ref_103375,0
Ref_103376,0
Ref_103377,0
Ref_103378,1
Ref_103379,0
Ref_103380,0
Ref_103381,0
Ref_103382,0
Ref_103383,0
Ref_103384,0
Ref_103385,0
Ref_103386,0
Ref_103387,0
Ref_103388,0
Ref_103389,0
Ref_103390,0
Ref_103391,0
Ref_103392,0
Ref_103393,0
Ref_103394,0
Ref_103395,0
Ref_103396,0
Ref_103397,0
Ref_103398,0
Ref_103399,0
Ref_103400,0
Ref_103401,0
Ref_103402,0
Ref_103403,0
Ref_103404,0
Ref_103405,0
Ref_103406,0
Ref_103407,0
Ref_103408,0
Ref_103409,0
Ref_103410,0
Ref_103411,0
Ref_103412,0
Ref_103413,0
Ref_103414,1
Ref_103415,0
Ref_103416,0
Ref_103417,0
Ref_103418,0
Ref_103419,0
Ref_103420,0
Ref_103421,0
Ref_103422,0
Ref_103423,0
Ref_103424,0
Ref_103425,0
Ref_103426,0
Ref_103427,1
Ref_103428,0
Ref_103429,0
Ref_103430,0
Ref_103431,0
Ref_103432,0
Ref_103433,1
Ref_103434,0
Ref_103435,0
Ref_103436,0
Ref_103437,0
Ref_103438,0
Ref_103439,0
Ref_103440,0
Ref_103441,0
Ref_103442,0
Ref_103443,0
Ref_103444,0
Ref_103445,0
Ref_103446,0
Ref_103447,0
Ref_103448,1
Ref_103449,0
Ref_103450,0
Ref_103451,0
Ref_103452,0
Ref_103453,0
Ref_103454,0
Ref_103455,0
Ref_103456,0
Ref_103457,0
Ref_103458,0
Ref_103459,0
Ref_103460,0
Ref_103461,0
Ref_103462,0
